"","truth","N","ICC","rsr","assumed","estimator","tail_p","quantile","diff"
"4435","T","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.5",0.4964,-0.0036
"4436","T","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.75",0.816000000000001,0.066
"4437","T","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.9",0.948399999999999,0.0484
"4438","T","N = 25","I = 0.5","R = 1","DP-diffuse","PM","0.95",0.9792,0.0292
"4439","T","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.05",0.0532,0.0032
"4440","T","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.1",0.1064,0.0064
"4441","T","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.25",0.2708,0.0208
"4442","T","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.5",0.4956,-0.0044
"4443","T","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.75",0.7284,-0.0216
"4444","T","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.9",0.892,-0.008
"4445","T","N = 25","I = 0.5","R = 1","DP-diffuse","CB","0.95",0.948,-0.002
"4446","T","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.05",0.0512,0.0012
"4447","T","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.1",0.1088,0.0088
"4448","T","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.25",0.2548,0.0048
"4449","T","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.5",0.4996,-4e-04
"4450","T","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.75",0.738,-0.012
"4451","T","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.9",0.8916,-0.0084
"4452","T","N = 25","I = 0.5","R = 1","DP-diffuse","GR","0.95",0.9436,-0.0064
"4453","T","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.05",0.118,0.068
"4454","T","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.1",0.188,0.088
"4455","T","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.25",0.3404,0.0904
"4456","T","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.5",0.4852,-0.0148
"4457","T","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.75",0.656,-0.094
"4458","T","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.9",0.806800000000001,-0.0932
"4459","T","N = 25","I = 0.5","R = 1","DP-Inform","ML","0.95",0.8816,-0.0684
"4460","T","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.05",0.0188,-0.0312
"4461","T","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.1",0.0388,-0.0612
"4462","T","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.25",0.14,-0.11
"4463","T","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.5",0.4984,-0.0016
"4464","T","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.75",0.8496,0.0996
"4465","T","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.9",0.9628,0.0628
"4466","T","N = 25","I = 0.5","R = 1","DP-Inform","PM","0.95",0.982399999999999,0.0324
"4467","T","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.05",0.0444,-0.0056
"4468","T","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.1",0.0832,-0.0168
"4469","T","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.25",0.2312,-0.0188
"4470","T","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.5",0.4924,-0.0076
"4471","T","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.75",0.7608,0.0108
"4472","T","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.9",0.9112,0.0112
"4473","T","N = 25","I = 0.5","R = 1","DP-Inform","CB","0.95",0.9596,0.0096
"4474","T","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.05",0.0412,-0.0088
"4475","T","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.1",0.0868,-0.0132
"4476","T","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.25",0.2208,-0.0292
"4477","T","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.5",0.4944,-0.0056
"4478","T","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.75",0.7704,0.0204
"4479","T","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.9",0.9112,0.0112
"4480","T","N = 25","I = 0.5","R = 1","DP-Inform","GR","0.95",0.957599999999999,0.0076
"4481","T","N = 25","I = 0.5","R = 5","Gaussian","ML","0.05",0.1408,0.0908
"4482","T","N = 25","I = 0.5","R = 5","Gaussian","ML","0.1",0.2064,0.1064
"4483","T","N = 25","I = 0.5","R = 5","Gaussian","ML","0.25",0.3292,0.0792
"4484","T","N = 25","I = 0.5","R = 5","Gaussian","ML","0.5",0.4968,-0.0032
"4485","T","N = 25","I = 0.5","R = 5","Gaussian","ML","0.75",0.6564,-0.0936
"4486","T","N = 25","I = 0.5","R = 5","Gaussian","ML","0.9",0.7884,-0.1116
"4487","T","N = 25","I = 0.5","R = 5","Gaussian","ML","0.95",0.8584,-0.0916
"4488","T","N = 25","I = 0.5","R = 5","Gaussian","PM","0.05",0.0244,-0.0256
"4489","T","N = 25","I = 0.5","R = 5","Gaussian","PM","0.1",0.0564,-0.0436
"4490","T","N = 25","I = 0.5","R = 5","Gaussian","PM","0.25",0.168,-0.082
"4491","T","N = 25","I = 0.5","R = 5","Gaussian","PM","0.5",0.4992,-8e-04
"4492","T","N = 25","I = 0.5","R = 5","Gaussian","PM","0.75",0.8304,0.0804
"4493","T","N = 25","I = 0.5","R = 5","Gaussian","PM","0.9",0.9508,0.0508
"4494","T","N = 25","I = 0.5","R = 5","Gaussian","PM","0.95",0.9784,0.0284
"4495","T","N = 25","I = 0.5","R = 5","Gaussian","CB","0.05",0.0604,0.0104
"4496","T","N = 25","I = 0.5","R = 5","Gaussian","CB","0.1",0.1088,0.0088
"4497","T","N = 25","I = 0.5","R = 5","Gaussian","CB","0.25",0.2416,-0.0084
"4498","T","N = 25","I = 0.5","R = 5","Gaussian","CB","0.5",0.5012,0.0012
"4499","T","N = 25","I = 0.5","R = 5","Gaussian","CB","0.75",0.7436,-0.0064
"4500","T","N = 25","I = 0.5","R = 5","Gaussian","CB","0.9",0.902,0.002
"4501","T","N = 25","I = 0.5","R = 5","Gaussian","CB","0.95",0.9508,8e-04
"4502","T","N = 25","I = 0.5","R = 5","Gaussian","GR","0.05",0.0616,0.0116
"4503","T","N = 25","I = 0.5","R = 5","Gaussian","GR","0.1",0.1124,0.0124
"4504","T","N = 25","I = 0.5","R = 5","Gaussian","GR","0.25",0.2504,4e-04
"4505","T","N = 25","I = 0.5","R = 5","Gaussian","GR","0.5",0.5004,4e-04
"4506","T","N = 25","I = 0.5","R = 5","Gaussian","GR","0.75",0.7512,0.0012
"4507","T","N = 25","I = 0.5","R = 5","Gaussian","GR","0.9",0.8928,-0.0072
"4508","T","N = 25","I = 0.5","R = 5","Gaussian","GR","0.95",0.9428,-0.0072
"4509","T","N = 25","I = 0.5","R = 5","T","ML","0.05",0.1408,0.0908
"4510","T","N = 25","I = 0.5","R = 5","T","ML","0.1",0.2064,0.1064
"4511","T","N = 25","I = 0.5","R = 5","T","ML","0.25",0.3292,0.0792
"4512","T","N = 25","I = 0.5","R = 5","T","ML","0.5",0.4968,-0.0032
"4513","T","N = 25","I = 0.5","R = 5","T","ML","0.75",0.6564,-0.0936
"4514","T","N = 25","I = 0.5","R = 5","T","ML","0.9",0.7884,-0.1116
"4515","T","N = 25","I = 0.5","R = 5","T","ML","0.95",0.8584,-0.0916
"4516","T","N = 25","I = 0.5","R = 5","T","PM","0.05",0.0244,-0.0256
"4517","T","N = 25","I = 0.5","R = 5","T","PM","0.1",0.0524,-0.0476
"4518","T","N = 25","I = 0.5","R = 5","T","PM","0.25",0.1604,-0.0896
"4519","T","N = 25","I = 0.5","R = 5","T","PM","0.5",0.4964,-0.0036
"4520","T","N = 25","I = 0.5","R = 5","T","PM","0.75",0.8444,0.0944
"4521","T","N = 25","I = 0.5","R = 5","T","PM","0.9",0.9556,0.0556
"4522","T","N = 25","I = 0.5","R = 5","T","PM","0.95",0.978,0.028
"4523","T","N = 25","I = 0.5","R = 5","T","CB","0.05",0.0584,0.0084
"4524","T","N = 25","I = 0.5","R = 5","T","CB","0.1",0.1,0
"4525","T","N = 25","I = 0.5","R = 5","T","CB","0.25",0.2316,-0.0184
"4526","T","N = 25","I = 0.5","R = 5","T","CB","0.5",0.5004,4e-04
"4527","T","N = 25","I = 0.5","R = 5","T","CB","0.75",0.7572,0.0072
"4528","T","N = 25","I = 0.5","R = 5","T","CB","0.9",0.906,0.006
"4529","T","N = 25","I = 0.5","R = 5","T","CB","0.95",0.9544,0.0044
"4530","T","N = 25","I = 0.5","R = 5","T","GR","0.05",0.0564,0.0064
"4531","T","N = 25","I = 0.5","R = 5","T","GR","0.1",0.1024,0.0024
"4532","T","N = 25","I = 0.5","R = 5","T","GR","0.25",0.2416,-0.0084
"4533","T","N = 25","I = 0.5","R = 5","T","GR","0.5",0.4948,-0.0052
"4534","T","N = 25","I = 0.5","R = 5","T","GR","0.75",0.7628,0.0128
"4535","T","N = 25","I = 0.5","R = 5","T","GR","0.9",0.8984,-0.0016
"4536","T","N = 25","I = 0.5","R = 5","T","GR","0.95",0.945599999999999,-0.0044
"4537","T","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.05",0.1408,0.0908
"4538","T","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.1",0.2064,0.1064
"4539","T","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.25",0.3292,0.0792
"4540","T","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.5",0.4968,-0.0032
"4541","T","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.75",0.6564,-0.0936
"4542","T","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.9",0.7884,-0.1116
"4543","T","N = 25","I = 0.5","R = 5","DP-diffuse","ML","0.95",0.8584,-0.0916
"4544","T","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.05",0.0264,-0.0236
"4545","T","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.1",0.0608,-0.0392
"4546","T","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.25",0.1768,-0.0732
"4547","T","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.5",0.4964,-0.0036
"4548","T","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.75",0.8112,0.0612
"4549","T","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.9",0.9476,0.0476
"4550","T","N = 25","I = 0.5","R = 5","DP-diffuse","PM","0.95",0.9756,0.0256
"4551","T","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.05",0.0628,0.0128
"4552","T","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.1",0.11,0.01
"4553","T","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.25",0.2484,-0.0016
"4554","T","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.5",0.5,0
"4555","T","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.75",0.7328,-0.0172
"4556","T","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.9",0.8888,-0.0112
"4557","T","N = 25","I = 0.5","R = 5","DP-diffuse","CB","0.95",0.946,-0.004
"4558","T","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.05",0.0624,0.0124
"4559","T","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.1",0.1184,0.0184
"4560","T","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.25",0.262,0.012
"4561","T","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.5",0.4992,-8e-04
"4562","T","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.75",0.7356,-0.0144
"4563","T","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.9",0.884,-0.016
"4564","T","N = 25","I = 0.5","R = 5","DP-diffuse","GR","0.95",0.9408,-0.0092
"4565","T","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.05",0.1408,0.0908
"4566","T","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.1",0.2064,0.1064
"4567","T","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.25",0.3292,0.0792
"4568","T","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.5",0.4968,-0.0032
"4569","T","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.75",0.6564,-0.0936
"4570","T","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.9",0.7884,-0.1116
"4571","T","N = 25","I = 0.5","R = 5","DP-Inform","ML","0.95",0.8584,-0.0916
"4572","T","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.05",0.0244,-0.0256
"4573","T","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.1",0.0516,-0.0484
"4574","T","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.25",0.1592,-0.0908
"4575","T","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.5",0.494,-0.006
"4576","T","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.75",0.8432,0.0932
"4577","T","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.9",0.9572,0.0572
"4578","T","N = 25","I = 0.5","R = 5","DP-Inform","PM","0.95",0.9784,0.0284
"4579","T","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.05",0.0524,0.0024
"4580","T","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.1",0.0972,-0.0028
"4581","T","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.25",0.2304,-0.0196
"4582","T","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.5",0.5076,0.0076
"4583","T","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.75",0.7608,0.0108
"4584","T","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.9",0.9092,0.0092
"4585","T","N = 25","I = 0.5","R = 5","DP-Inform","CB","0.95",0.954799999999999,0.0048
"4586","T","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.05",0.0532,0.0032
"4587","T","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.1",0.0992,-8e-04
"4588","T","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.25",0.2388,-0.0112
"4589","T","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.5",0.4956,-0.0044
"4590","T","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.75",0.7616,0.0116
"4591","T","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.9",0.9008,8e-04
"4592","T","N = 25","I = 0.5","R = 5","DP-Inform","GR","0.95",0.950399999999999,4e-04
"4593","T","N = 25","I = 0.5","R = 10","Gaussian","ML","0.05",0.1516,0.1016
"4594","T","N = 25","I = 0.5","R = 10","Gaussian","ML","0.1",0.2184,0.1184
"4595","T","N = 25","I = 0.5","R = 10","Gaussian","ML","0.25",0.3336,0.0836
"4596","T","N = 25","I = 0.5","R = 10","Gaussian","ML","0.5",0.488,-0.012
"4597","T","N = 25","I = 0.5","R = 10","Gaussian","ML","0.75",0.65,-0.1
"4598","T","N = 25","I = 0.5","R = 10","Gaussian","ML","0.9",0.7728,-0.1272
"4599","T","N = 25","I = 0.5","R = 10","Gaussian","ML","0.95",0.842,-0.108
"4600","T","N = 25","I = 0.5","R = 10","Gaussian","PM","0.05",0.0312,-0.0188
"4601","T","N = 25","I = 0.5","R = 10","Gaussian","PM","0.1",0.0648,-0.0352
"4602","T","N = 25","I = 0.5","R = 10","Gaussian","PM","0.25",0.1836,-0.0664
"4603","T","N = 25","I = 0.5","R = 10","Gaussian","PM","0.5",0.4796,-0.0204
"4604","T","N = 25","I = 0.5","R = 10","Gaussian","PM","0.75",0.8148,0.0648
"4605","T","N = 25","I = 0.5","R = 10","Gaussian","PM","0.9",0.9396,0.0396
"4606","T","N = 25","I = 0.5","R = 10","Gaussian","PM","0.95",0.978,0.028
"4607","T","N = 25","I = 0.5","R = 10","Gaussian","CB","0.05",0.0636,0.0136
"4608","T","N = 25","I = 0.5","R = 10","Gaussian","CB","0.1",0.116,0.016
"4609","T","N = 25","I = 0.5","R = 10","Gaussian","CB","0.25",0.2548,0.0048
"4610","T","N = 25","I = 0.5","R = 10","Gaussian","CB","0.5",0.484,-0.016
"4611","T","N = 25","I = 0.5","R = 10","Gaussian","CB","0.75",0.7404,-0.0096
"4612","T","N = 25","I = 0.5","R = 10","Gaussian","CB","0.9",0.8848,-0.0152
"4613","T","N = 25","I = 0.5","R = 10","Gaussian","CB","0.95",0.9376,-0.0124
"4614","T","N = 25","I = 0.5","R = 10","Gaussian","GR","0.05",0.0672,0.0172
"4615","T","N = 25","I = 0.5","R = 10","Gaussian","GR","0.1",0.1232,0.0232
"4616","T","N = 25","I = 0.5","R = 10","Gaussian","GR","0.25",0.2628,0.0128
"4617","T","N = 25","I = 0.5","R = 10","Gaussian","GR","0.5",0.4944,-0.0056
"4618","T","N = 25","I = 0.5","R = 10","Gaussian","GR","0.75",0.7296,-0.0204
"4619","T","N = 25","I = 0.5","R = 10","Gaussian","GR","0.9",0.8744,-0.0256
"4620","T","N = 25","I = 0.5","R = 10","Gaussian","GR","0.95",0.934,-0.016
"4621","T","N = 25","I = 0.5","R = 10","T","ML","0.05",0.1516,0.1016
"4622","T","N = 25","I = 0.5","R = 10","T","ML","0.1",0.2184,0.1184
"4623","T","N = 25","I = 0.5","R = 10","T","ML","0.25",0.3336,0.0836
"4624","T","N = 25","I = 0.5","R = 10","T","ML","0.5",0.488,-0.012
"4625","T","N = 25","I = 0.5","R = 10","T","ML","0.75",0.65,-0.1
"4626","T","N = 25","I = 0.5","R = 10","T","ML","0.9",0.7728,-0.1272
"4627","T","N = 25","I = 0.5","R = 10","T","ML","0.95",0.842,-0.108
"4628","T","N = 25","I = 0.5","R = 10","T","PM","0.05",0.0288,-0.0212
"4629","T","N = 25","I = 0.5","R = 10","T","PM","0.1",0.0612,-0.0388
"4630","T","N = 25","I = 0.5","R = 10","T","PM","0.25",0.172,-0.078
"4631","T","N = 25","I = 0.5","R = 10","T","PM","0.5",0.478,-0.022
"4632","T","N = 25","I = 0.5","R = 10","T","PM","0.75",0.8208,0.0708
"4633","T","N = 25","I = 0.5","R = 10","T","PM","0.9",0.9444,0.0444
"4634","T","N = 25","I = 0.5","R = 10","T","PM","0.95",0.9776,0.0276
"4635","T","N = 25","I = 0.5","R = 10","T","CB","0.05",0.0648,0.0148
"4636","T","N = 25","I = 0.5","R = 10","T","CB","0.1",0.1112,0.0112
"4637","T","N = 25","I = 0.5","R = 10","T","CB","0.25",0.2452,-0.0048
"4638","T","N = 25","I = 0.5","R = 10","T","CB","0.5",0.4884,-0.0116
"4639","T","N = 25","I = 0.5","R = 10","T","CB","0.75",0.7472,-0.0028
"4640","T","N = 25","I = 0.5","R = 10","T","CB","0.9",0.8892,-0.0108
"4641","T","N = 25","I = 0.5","R = 10","T","CB","0.95",0.9392,-0.0108
"4642","T","N = 25","I = 0.5","R = 10","T","GR","0.05",0.0644,0.0144
"4643","T","N = 25","I = 0.5","R = 10","T","GR","0.1",0.114,0.014
"4644","T","N = 25","I = 0.5","R = 10","T","GR","0.25",0.2552,0.0052
"4645","T","N = 25","I = 0.5","R = 10","T","GR","0.5",0.4932,-0.0068
"4646","T","N = 25","I = 0.5","R = 10","T","GR","0.75",0.7396,-0.0104
"4647","T","N = 25","I = 0.5","R = 10","T","GR","0.9",0.883200000000001,-0.0168
"4648","T","N = 25","I = 0.5","R = 10","T","GR","0.95",0.9388,-0.0112
"4649","T","N = 25","I = 0.5","R = 10","DP-diffuse","ML","0.05",0.1516,0.1016
"4650","T","N = 25","I = 0.5","R = 10","DP-diffuse","ML","0.1",0.2184,0.1184
"4651","T","N = 25","I = 0.5","R = 10","DP-diffuse","ML","0.25",0.3336,0.0836
"4652","T","N = 25","I = 0.5","R = 10","DP-diffuse","ML","0.5",0.488,-0.012
"4653","T","N = 25","I = 0.5","R = 10","DP-diffuse","ML","0.75",0.65,-0.1
"4654","T","N = 25","I = 0.5","R = 10","DP-diffuse","ML","0.9",0.7728,-0.1272
"4655","T","N = 25","I = 0.5","R = 10","DP-diffuse","ML","0.95",0.842,-0.108
"4656","T","N = 25","I = 0.5","R = 10","DP-diffuse","PM","0.05",0.03,-0.02
"4657","T","N = 25","I = 0.5","R = 10","DP-diffuse","PM","0.1",0.0644,-0.0356
"4658","T","N = 25","I = 0.5","R = 10","DP-diffuse","PM","0.25",0.1844,-0.0656
"4659","T","N = 25","I = 0.5","R = 10","DP-diffuse","PM","0.5",0.4916,-0.0084
"4660","T","N = 25","I = 0.5","R = 10","DP-diffuse","PM","0.75",0.808,0.058
"4661","T","N = 25","I = 0.5","R = 10","DP-diffuse","PM","0.9",0.9396,0.0396
"4662","T","N = 25","I = 0.5","R = 10","DP-diffuse","PM","0.95",0.979199999999999,0.0292
"4663","T","N = 25","I = 0.5","R = 10","DP-diffuse","CB","0.05",0.0652,0.0152
"4664","T","N = 25","I = 0.5","R = 10","DP-diffuse","CB","0.1",0.1148,0.0148
"4665","T","N = 25","I = 0.5","R = 10","DP-diffuse","CB","0.25",0.2512,0.0012
"4666","T","N = 25","I = 0.5","R = 10","DP-diffuse","CB","0.5",0.4964,-0.0036
"4667","T","N = 25","I = 0.5","R = 10","DP-diffuse","CB","0.75",0.7348,-0.0152
"4668","T","N = 25","I = 0.5","R = 10","DP-diffuse","CB","0.9",0.8824,-0.0176
"4669","T","N = 25","I = 0.5","R = 10","DP-diffuse","CB","0.95",0.9396,-0.0104
"4670","T","N = 25","I = 0.5","R = 10","DP-diffuse","GR","0.05",0.0672,0.0172
"4671","T","N = 25","I = 0.5","R = 10","DP-diffuse","GR","0.1",0.1204,0.0204
"4672","T","N = 25","I = 0.5","R = 10","DP-diffuse","GR","0.25",0.262,0.012
"4673","T","N = 25","I = 0.5","R = 10","DP-diffuse","GR","0.5",0.4964,-0.0036
"4674","T","N = 25","I = 0.5","R = 10","DP-diffuse","GR","0.75",0.726,-0.024
"4675","T","N = 25","I = 0.5","R = 10","DP-diffuse","GR","0.9",0.874,-0.026
"4676","T","N = 25","I = 0.5","R = 10","DP-diffuse","GR","0.95",0.938,-0.012
"4677","T","N = 25","I = 0.5","R = 10","DP-Inform","ML","0.05",0.1516,0.1016
"4678","T","N = 25","I = 0.5","R = 10","DP-Inform","ML","0.1",0.2184,0.1184
"4679","T","N = 25","I = 0.5","R = 10","DP-Inform","ML","0.25",0.3336,0.0836
"4680","T","N = 25","I = 0.5","R = 10","DP-Inform","ML","0.5",0.488,-0.012
"4681","T","N = 25","I = 0.5","R = 10","DP-Inform","ML","0.75",0.65,-0.1
"4682","T","N = 25","I = 0.5","R = 10","DP-Inform","ML","0.9",0.7728,-0.1272
"4683","T","N = 25","I = 0.5","R = 10","DP-Inform","ML","0.95",0.842,-0.108
"4684","T","N = 25","I = 0.5","R = 10","DP-Inform","PM","0.05",0.0296,-0.0204
"4685","T","N = 25","I = 0.5","R = 10","DP-Inform","PM","0.1",0.0592,-0.0408
"4686","T","N = 25","I = 0.5","R = 10","DP-Inform","PM","0.25",0.16,-0.09
"4687","T","N = 25","I = 0.5","R = 10","DP-Inform","PM","0.5",0.4908,-0.0092
"4688","T","N = 25","I = 0.5","R = 10","DP-Inform","PM","0.75",0.8296,0.0796
"4689","T","N = 25","I = 0.5","R = 10","DP-Inform","PM","0.9",0.9484,0.0484
"4690","T","N = 25","I = 0.5","R = 10","DP-Inform","PM","0.95",0.984399999999999,0.0344
"4691","T","N = 25","I = 0.5","R = 10","DP-Inform","CB","0.05",0.0592,0.0092
"4692","T","N = 25","I = 0.5","R = 10","DP-Inform","CB","0.1",0.0984,-0.0016
"4693","T","N = 25","I = 0.5","R = 10","DP-Inform","CB","0.25",0.2324,-0.0176
"4694","T","N = 25","I = 0.5","R = 10","DP-Inform","CB","0.5",0.4944,-0.0056
"4695","T","N = 25","I = 0.5","R = 10","DP-Inform","CB","0.75",0.7552,0.0052
"4696","T","N = 25","I = 0.5","R = 10","DP-Inform","CB","0.9",0.8988,-0.0012
"4697","T","N = 25","I = 0.5","R = 10","DP-Inform","CB","0.95",0.948,-0.002
"4698","T","N = 25","I = 0.5","R = 10","DP-Inform","GR","0.05",0.0576,0.0076
"4699","T","N = 25","I = 0.5","R = 10","DP-Inform","GR","0.1",0.1072,0.0072
"4700","T","N = 25","I = 0.5","R = 10","DP-Inform","GR","0.25",0.2428,-0.0072
"4701","T","N = 25","I = 0.5","R = 10","DP-Inform","GR","0.5",0.4956,-0.0044
"4702","T","N = 25","I = 0.5","R = 10","DP-Inform","GR","0.75",0.744,-0.006
"4703","T","N = 25","I = 0.5","R = 10","DP-Inform","GR","0.9",0.8908,-0.0092
"4704","T","N = 25","I = 0.5","R = 10","DP-Inform","GR","0.95",0.948,-0.002
"4705","T","N = 25","I = 0.9","R = 1","Gaussian","ML","0.05",0.0596,0.0096
"4706","T","N = 25","I = 0.9","R = 1","Gaussian","ML","0.1",0.1144,0.0144
"4707","T","N = 25","I = 0.9","R = 1","Gaussian","ML","0.25",0.26,0.01
"4708","T","N = 25","I = 0.9","R = 1","Gaussian","ML","0.5",0.5104,0.0104
"4709","T","N = 25","I = 0.9","R = 1","Gaussian","ML","0.75",0.7348,-0.0152
"4710","T","N = 25","I = 0.9","R = 1","Gaussian","ML","0.9",0.887600000000001,-0.0124
"4711","T","N = 25","I = 0.9","R = 1","Gaussian","ML","0.95",0.940399999999999,-0.0096
"4712","T","N = 25","I = 0.9","R = 1","Gaussian","PM","0.05",0.0432,-0.0068
"4713","T","N = 25","I = 0.9","R = 1","Gaussian","PM","0.1",0.0912,-0.0088
"4714","T","N = 25","I = 0.9","R = 1","Gaussian","PM","0.25",0.2392,-0.0108
"4715","T","N = 25","I = 0.9","R = 1","Gaussian","PM","0.5",0.5076,0.0076
"4716","T","N = 25","I = 0.9","R = 1","Gaussian","PM","0.75",0.7628,0.0128
"4717","T","N = 25","I = 0.9","R = 1","Gaussian","PM","0.9",0.911600000000001,0.0116
"4718","T","N = 25","I = 0.9","R = 1","Gaussian","PM","0.95",0.955999999999999,0.006
"4719","T","N = 25","I = 0.9","R = 1","Gaussian","CB","0.05",0.0496,-4e-04
"4720","T","N = 25","I = 0.9","R = 1","Gaussian","CB","0.1",0.1032,0.0032
"4721","T","N = 25","I = 0.9","R = 1","Gaussian","CB","0.25",0.2484,-0.0016
"4722","T","N = 25","I = 0.9","R = 1","Gaussian","CB","0.5",0.5068,0.0068
"4723","T","N = 25","I = 0.9","R = 1","Gaussian","CB","0.75",0.7492,-8e-04
"4724","T","N = 25","I = 0.9","R = 1","Gaussian","CB","0.9",0.898000000000001,-0.002
"4725","T","N = 25","I = 0.9","R = 1","Gaussian","CB","0.95",0.9488,-0.0012
"4726","T","N = 25","I = 0.9","R = 1","Gaussian","GR","0.05",0.0496,-4e-04
"4727","T","N = 25","I = 0.9","R = 1","Gaussian","GR","0.1",0.1028,0.0028
"4728","T","N = 25","I = 0.9","R = 1","Gaussian","GR","0.25",0.2552,0.0052
"4729","T","N = 25","I = 0.9","R = 1","Gaussian","GR","0.5",0.5024,0.0024
"4730","T","N = 25","I = 0.9","R = 1","Gaussian","GR","0.75",0.744,-0.006
"4731","T","N = 25","I = 0.9","R = 1","Gaussian","GR","0.9",0.895600000000001,-0.0044
"4732","T","N = 25","I = 0.9","R = 1","Gaussian","GR","0.95",0.9488,-0.0012
"4733","T","N = 25","I = 0.9","R = 1","T","ML","0.05",0.0596,0.0096
"4734","T","N = 25","I = 0.9","R = 1","T","ML","0.1",0.1144,0.0144
"4735","T","N = 25","I = 0.9","R = 1","T","ML","0.25",0.26,0.01
